d6a75254,08/01/2018 03:58:47,granted
4c5ef2,08/01/2018 03:58:52,granted
4c5ef2,08/01/2018 03:58:55,granted
d6a75254,08/01/2018 03:58:58,granted
d6a75254,08/01/2018 03:59:23,granted
4c5ef2,08/01/2018 03:59:26,granted
4c5ef2,08/01/2018 04:00:33,granted
d6a75254,08/01/2018 04:00:38,granted
4c5ef2,08/01/2018 04:00:40,granted
d6a75254,08/01/2018 04:00:42,granted
4c5ef2,08/01/2018 04:00:44,granted
d6a75254,08/01/2018 18:20:00,granted
4c5ef2,08/01/2018 18:20:09,granted
4c5ef2,08/01/2018 18:20:17,granted
d6a75254,08/01/2018 18:21:59,granted
4c5ef2,08/01/2018 18:22:02,denied
d6a75254,08/01/2018 18:22:11,granted
4c5ef2,08/01/2018 18:22:16,denied
41358f2,08/01/2018 18:29:16,denied
42e882a,08/01/2018 18:29:30,denied
46057ca,08/01/2018 18:29:40,denied
475551a,08/01/2018 18:30:01,granted
42e812,08/01/2018 18:30:08,granted
42b22f2,08/01/2018 18:30:15,granted
42e602,08/01/2018 18:30:25,granted
451352a,08/01/2018 18:30:33,granted
4c5ef2,08/01/2018 18:30:45,denied
d6a75254,08/01/2018 18:30:55,granted
4c5ef2,08/01/2018 18:31:00,denied
46057ca,08/01/2018 18:31:03,denied
42e882a,08/01/2018 18:31:08,denied
41358f2,08/01/2018 18:31:12,denied
41358f2,08/01/2018 19:10:38,denied
d6a75254,08/01/2018 19:10:40,granted
41358f2,08/01/2018 19:10:43,denied
d6a75254,08/01/2018 19:10:45,granted
41358f2,08/01/2018 19:10:47,denied
d6a75254,08/01/2018 19:10:49,granted
41358f2,08/01/2018 19:10:53,denied
d6a75254,14/01/2018 21:30:40,granted
d6a75254,14/01/2018 21:30:42,granted
41358f2,14/01/2018 21:30:52,denied
41358f2,14/01/2018 21:30:54,denied
d6a75254,14/01/2018 21:30:58,granted
d6a75254,14/01/2018 21:31:08,granted
41358f2,14/01/2018 21:31:13,denied
d6a75254,14/01/2018 21:31:26,granted
d6a75254,14/01/2018 21:31:28,granted
d6a75254,14/01/2018 21:31:29,granted
41358f2,14/01/2018 21:31:34,denied
41358f2,14/01/2018 21:31:37,denied
41358f2,14/01/2018 21:31:40,denied
0b99534,14/01/2018 21:31:47,denied
0b99534,14/01/2018 21:31:49,denied
0b99534,14/01/2018 21:32:29,denied
44934aa,14/01/2018 21:32:32,denied
d6a75254,14/01/2018 21:32:47,granted
44934aa,14/01/2018 21:32:50,granted
0b99534,14/01/2018 21:32:55,denied
0b99534,14/01/2018 21:33:08,denied
0b99534,14/01/2018 21:33:18,denied
0b99534,14/01/2018 21:33:31,denied
d6a75254,14/01/2018 21:33:33,granted
d6a75254,14/01/2018 21:34:18,granted
41358f2,14/01/2018 21:34:21,denied
0b99534,14/01/2018 21:34:23,denied
0b99534,14/01/2018 21:35:27,denied
0b99534,14/01/2018 21:35:47,denied
0b99534,14/01/2018 21:35:57,denied
41358f2,14/01/2018 21:36:16,granted
41358f2,14/01/2018 21:36:18,granted
41358f2,14/01/2018 21:36:29,denied
0b99534,14/01/2018 21:36:33,denied
0b99534,14/01/2018 21:36:47,denied
0b99534,14/01/2018 22:00:00,denied
d6a75254,14/01/2018 22:01:10,granted
0b99534,14/01/2018 22:01:13,denied
d6a75254,14/01/2018 22:01:36,granted
41358f2,14/01/2018 22:01:39,granted
41358f2,14/01/2018 22:01:51,denied
d6a75254,14/01/2018 22:01:55,granted
d6a75254,14/01/2018 22:07:20,granted
d6a75254,14/01/2018 22:46:53,granted
41358f2,14/01/2018 22:47:14,denied
46057ca,14/01/2018 22:47:18,denied
4c5ef2,14/01/2018 22:47:20,denied
46057ca,14/01/2018 22:47:42,granted
4c5ef2,14/01/2018 22:47:44,granted
42e882a,14/01/2018 22:47:46,granted
41358f2,14/01/2018 22:47:48,granted
41358f2,14/01/2018 22:47:51,granted
46057ca,14/01/2018 22:48:10,denied
4c5ef2,14/01/2018 22:48:12,denied
42e882a,14/01/2018 22:48:15,denied
41358f2,14/01/2018 22:48:16,denied
451352a,14/01/2018 22:48:24,granted
42e602,14/01/2018 22:48:26,granted
42b22f2,14/01/2018 22:48:27,granted
42e812,14/01/2018 22:48:30,granted
475551a,14/01/2018 22:48:32,granted
d6a75254,14/01/2018 22:48:34,granted
d6a75254,14/01/2018 23:14:45,granted
d6a75254,14/01/2018 23:14:48,granted
d6a75254,14/01/2018 23:14:50,granted
d6a75254,14/01/2018 23:14:54,granted
d6a75254,14/01/2018 23:14:56,granted
d6a75254,14/01/2018 23:15:00,granted
d6a75254,08/01/2018 18:20:49,granted
d6a75254,08/01/2018 18:20:52,granted
4276b2a,08/01/2018 18:20:56,denied
4276b2a,08/01/2018 18:20:59,denied
4276b2a,08/01/2018 18:21:02,denied
d6a75254,08/01/2018 18:21:05,granted
4276b2a,08/01/2018 18:51:14,denied
48d40a,08/01/2018 18:51:34,denied
4276b2a,08/01/2018 18:51:39,denied
d6a75254,08/01/2018 18:51:42,granted
d6a75254,08/01/2018 19:14:11,granted
d6a75254,08/01/2018 19:18:35,granted
d6a75254,08/01/2018 19:42:32,granted
d6a75254,08/01/2018 19:49:51,granted
d6a75254,08/01/2018 19:49:58,granted
4276b2a,08/01/2018 19:50:05,denied
4276b2a,08/01/2018 19:50:08,denied
d6a75254,08/01/2018 20:53:32,granted
